id,word_index,word,start_s,end_s,alignment_valid,alignment_score,review_required,audio_valid,vision_valid,manual_start_s,manual_end_s,review_note
-THoVjtIkeU$_$2,0,I,0.04246874898672104,0.0624687485396862,True,0.802103579044342,False,True,True,,,
-THoVjtIkeU$_$2,1,think,0.16246874630451202,0.3824687600135803,True,0.9996175765991211,False,True,True,,,
-THoVjtIkeU$_$2,2,social,1.202468752861023,1.4424687623977661,True,0.9850919842720032,False,True,True,,,
-THoVjtIkeU$_$2,3,justice,1.5024687051773071,1.7824687957763672,True,0.9844581484794617,False,True,True,,,
-THoVjtIkeU$_$2,4,is,1.8624687194824219,1.9024688005447388,True,0.9994524121284485,False,True,True,,,
-THoVjtIkeU$_$2,5,extremely,1.9824687242507935,2.362468719482422,True,0.986912190914154,False,True,True,,,
-THoVjtIkeU$_$2,6,important,2.422468662261963,2.782468795776367,True,0.9999512434005737,False,True,True,,,
-THoVjtIkeU$_$2,7,for,2.862468719482422,2.982468843460083,True,0.9992773532867432,False,True,True,,,
-THoVjtIkeU$_$2,8,young,3.0824687480926514,3.24246883392334,True,0.9998305439949036,False,True,True,,,
-THoVjtIkeU$_$2,9,people,3.3224687576293945,3.7024686336517334,True,0.3422558009624481,False,True,True,,,
-THoVjtIkeU$_$6,2,that,0.7424687743186951,0.8224687576293945,True,3.209530405001715e-05,True,True,True,,,
-THoVjtIkeU$_$6,3,I,0.8624687790870667,0.8824687600135803,True,1.5601792256347835e-05,True,True,True,,,
-THoVjtIkeU$_$6,19,have,5.0824689865112305,5.182468891143799,True,0.04466969519853592,True,True,True,,,
-UuX1xuaiiE$_$0,0,it's,0.04246874898672104,0.18246875703334808,True,1.4699529856443405e-05,True,True,True,,,
-UuX1xuaiiE$_$6,18,and,6.422468662261963,6.482468605041504,True,0.013712789863348007,True,True,True,,,
-UuX1xuaiiE$_$6,21,issues,6.96246862411499,7.302468776702881,True,0.09222951531410217,True,True,True,,,
-a55Q6RWvTA$_$3,55,of,17.902469635009766,17.942468643188477,True,0.009405110962688923,True,True,True,,,
-a55Q6RWvTA$_$3,64,se,21.222469329833984,21.582468032836914,True,0.020210493355989456,True,True,True,,,
-aqamKhZ1Ec$_$0,1,2008,0.36246874928474426,2.782468795776367,True,0.876253068447113,False,True,True,,,
-dxfTGcXJoc$_$1,2,10th,0.8024687767028809,1.0224688053131104,True,0.9882250428199768,False,True,True,,,
-dxfTGcXJoc$_$0,14,"1,500",6.222468852996826,7.1424689292907715,True,0.9796422123908997,False,True,True,,,
-dxfTGcXJoc$_$0,22,"100,000",10.58246898651123,11.502469062805176,True,0.44133859872817993,False,True,True,,,
-dxfTGcXJoc$_$2,2,"20,000",1.3824687004089355,2.2024686336517334,True,0.943993866443634,False,True,True,,,
-dxfTGcXJoc$_$2,12,50,7.002468585968018,7.282468795776367,True,0.9912488460540771,False,True,True,,,
-dxfTGcXJoc$_$2,17,BIO,8.662468910217285,8.842469215393066,True,0.0596759207546711,True,True,True,,,
-dxfTGcXJoc$_$6,5,BIO,2.74246883392334,2.9624688625335693,True,0.09165456146001816,True,True,True,,,
-egA8-b7-3M$_$1,9,1989,4.682468891143799,5.722468852996826,True,0.9406656622886658,False,True,True,,,
-iRBcNs9oI8$_$3,0,Well,0.902468740940094,1.042468786239624,True,0.003585504600778222,True,True,False,,,
-iRBcNs9oI8$_$3,1,it,1.2224687337875366,1.262468695640564,True,2.6594825612846762e-05,True,True,False,,,
-iRBcNs9oI8$_$3,2,is,1.9824687242507935,2.0224688053131104,True,8.449440792901441e-05,True,True,False,,,
-iRBcNs9oI8$_$3,3,the,2.282468795776367,2.422468662261963,True,0.0523015558719635,True,True,False,,,
-iRBcNs9oI8$_$3,4,secret,3.3224687576293945,3.6224687099456787,True,0.0027916759718209505,True,True,False,,,
-iRBcNs9oI8$_$3,6,power,4.402468681335449,4.942468643188477,True,0.0038784302305430174,True,True,False,,,
-iRBcNs9oI8$_$3,7,pose,5.102468967437744,5.442468643188477,True,0.00011460539826657623,True,True,False,,,
-iRBcNs9oI8$_$7,0,Well,0.04246874898672104,0.22246874868869781,True,6.130975089035928e-05,True,True,False,,,
-iRBcNs9oI8$_$7,1,for,0.2824687361717224,0.36246874928474426,True,5.642204996547662e-06,True,True,False,,,
-iRBcNs9oI8$_$7,2,starters,0.42246875166893005,1.5824687480926514,True,0.0028436656575649977,True,True,False,,,
-iRBcNs9oI8$_$7,3,let's,1.6224687099456787,1.9424687623977661,True,1.451176740374649e-05,True,True,False,,,
-iRBcNs9oI8$_$7,4,look,2.402468681335449,2.5624687671661377,True,6.57883674648474e-07,True,True,False,,,
-iRBcNs9oI8$_$7,5,at,2.6224687099456787,2.7624688148498535,True,0.0005831988528370857,True,True,False,,,
-iRBcNs9oI8$_$7,6,the,2.902468681335449,3.0024688243865967,True,0.01121054869145155,True,True,False,,,
-iRBcNs9oI8$_$7,7,word,3.162468671798706,3.302468776702881,True,1.4318933608592488e-05,True,True,False,,,
-iRBcNs9oI8$_$7,8,power,3.602468729019165,4.042468547821045,True,0.0055793896317481995,True,True,False,,,
-iRBcNs9oI8$_$6,0,What,0.3424687385559082,0.7624687552452087,True,0.002224359195679426,True,True,False,,,
-iRBcNs9oI8$_$6,2,a,1.6224687099456787,1.6424686908721924,True,1.869991683633998e-05,True,True,False,,,
-iRBcNs9oI8$_$6,3,power,2.0624687671661377,2.302468776702881,True,7.428753451677039e-05,True,True,False,,,
-iRBcNs9oI8$_$6,4,pose,2.542468786239624,2.6224687099456787,True,3.8673697417834774e-05,True,True,False,,,
-iRBcNs9oI8$_$9,0,Power,0.002468750113621354,0.2824687361717224,True,0.00010482847574166954,True,True,False,,,
-iRBcNs9oI8$_$9,1,is,0.30246874690055847,0.3424687385559082,True,5.1114468078594655e-05,True,True,False,,,
-iRBcNs9oI8$_$9,2,similar,1.3024687767028809,1.6624687910079956,True,1.2584726391651202e-05,True,True,False,,,
-iRBcNs9oI8$_$9,3,to,2.042468786239624,2.282468795776367,True,0.0009166993550024927,True,True,False,,,
-iRBcNs9oI8$_$9,4,strength,2.422468662261963,2.602468729019165,True,0.00016809490625746548,True,True,False,,,
-iRBcNs9oI8$_$8,0,I've,0.002468750113621354,0.20246875286102295,True,0.0013469553086906672,True,True,False,,,
-iRBcNs9oI8$_$8,1,drawn,0.32246875762939453,0.702468752861023,True,2.9088309020153247e-05,True,True,False,,,
-iRBcNs9oI8$_$8,2,this,0.9624687433242798,1.2824687957763672,True,0.0015009455382823944,True,True,False,,,
-iRBcNs9oI8$_$8,3,man,1.9024688005447388,2.042468786239624,True,0.0018125048372894526,True,True,False,,,
-iRBcNs9oI8$_$8,4,here,2.1824686527252197,2.3824687004089355,True,6.960322934901342e-05,True,True,False,,,
-iRBcNs9oI8$_$8,5,and,2.5624687671661377,2.6424686908721924,True,3.525766442180611e-05,True,True,False,,,
-iRBcNs9oI8$_$8,6,if,2.74246883392334,2.802468776702881,True,2.9850652936147526e-05,True,True,False,,,
-iRBcNs9oI8$_$8,7,you,3.9624688625335693,4.062468528747559,True,4.952525705448352e-05,True,True,False,,,
-iRBcNs9oI8$_$8,8,can,4.102468967437744,4.2024688720703125,True,0.00010431796545162797,True,True,False,,,
-iRBcNs9oI8$_$8,9,tell,4.222468852996826,4.342468738555908,True,1.9265116861788556e-06,True,True,False,,,
-iRBcNs9oI8$_$8,11,has,4.522468566894531,4.802468776702881,True,2.151207127099042e-06,True,True,False,,,
-iRBcNs9oI8$_$8,13,lot,5.102468967437744,5.302468776702881,True,5.631953172269277e-06,True,True,False,,,
-iRBcNs9oI8$_$8,14,of,5.442468643188477,5.482468605041504,True,0.0009613833390176296,True,True,False,,,
-iRBcNs9oI8$_$8,15,big,5.682468891143799,5.8824687004089355,True,5.593523746938445e-05,True,True,False,,,
-iRBcNs9oI8$_$8,16,muscles,5.96246862411499,6.74246883392334,True,9.984708412957843e-06,True,True,False,,,
-iRBcNs9oI8$_$8,17,he,7.2024688720703125,7.24246883392334,True,5.212473865867651e-07,True,True,False,,,
-iRBcNs9oI8$_$8,18,looks,7.282468795776367,7.402468681335449,True,1.563702244311571e-05,True,True,False,,,
-iRBcNs9oI8$_$8,19,very,7.542468547821045,7.662468910217285,True,5.229702219367027e-05,True,True,False,,,
-iRBcNs9oI8$_$8,20,strong,7.7024688720703125,8.08246898651123,True,0.0003087875375058502,True,True,False,,,
-lzEya4AM_4$_$5,4,oh,1.3624687194824219,1.4424687623977661,True,0.029497722163796425,True,True,True,,,
-lzEya4AM_4$_$6,24,as,9.762468338012695,9.802468299865723,True,0.002506230492144823,True,True,True,,,
-mJ2ud6oKI8$_$1,0,There,0.002468750113621354,0.2824687361717224,True,0.01920909993350506,True,True,False,,,
-mJ2ud6oKI8$_$1,1,are,0.30246874690055847,0.36246874928474426,True,0.02231685444712639,True,True,False,,,
-mJ2ud6oKI8$_$1,2,a,0.3824687600135803,0.402468740940094,True,0.036563724279403687,True,True,False,,,
-mJ2ud6oKI8$_$1,3,dozen,0.42246875166893005,0.6224687695503235,True,0.002915265504270792,True,True,False,,,
-mJ2ud6oKI8$_$1,4,or,0.6824687719345093,0.7224687337875366,True,0.013215688057243824,True,True,False,,,
-mJ2ud6oKI8$_$1,5,more,0.7424687743186951,0.8224687576293945,True,0.00881272368133068,True,True,False,,,
-mJ2ud6oKI8$_$1,6,hands,0.8424687385559082,5.442468643188477,True,0.0080005107447505,True,True,False,,,
-mJ2ud6oKI8$_$1,7,on,5.46246862411499,5.502468585968018,True,0.004263137932866812,True,True,False,,,
-mJ2ud6oKI8$_$1,8,techniques,5.522468566894531,5.722468852996826,True,0.007924015633761883,True,True,False,,,
-mJ2ud6oKI8$_$1,9,that,5.74246883392334,5.8224687576293945,True,0.022686943411827087,True,True,False,,,
-mJ2ud6oKI8$_$1,10,we,5.842468738555908,5.902468681335449,True,0.004286470822989941,True,True,False,,,
-mJ2ud6oKI8$_$1,11,can,5.96246862411499,6.022468566894531,True,0.00478116562590003,True,True,False,,,
-mJ2ud6oKI8$_$1,12,do,6.042468547821045,6.0824689865112305,True,0.007963844574987888,True,True,False,,,
-mJ2ud6oKI8$_$2,0,So,0.002468750113621354,0.0624687485396862,True,0.02557084895670414,True,True,False,,,
-mJ2ud6oKI8$_$2,1,physical,0.08246874809265137,0.402468740940094,True,0.009912938810884953,True,True,False,,,
-mJ2ud6oKI8$_$2,2,therapists,0.4424687623977661,2.542468786239624,True,0.019964544102549553,True,True,False,,,
-mJ2ud6oKI8$_$2,3,and,3.162468671798706,3.222468852996826,True,0.005092397797852755,True,True,False,,,
-mJ2ud6oKI8$_$2,4,chiropractors,3.842468738555908,4.722468852996826,True,0.011846674606204033,True,True,False,,,
-mJ2ud6oKI8$_$2,5,will,4.7624688148498535,4.862468719482422,True,0.002839511027559638,True,True,False,,,
-mJ2ud6oKI8$_$2,6,do,4.8824687004089355,4.922468662261963,True,0.00805445946753025,True,True,False,,,
-mJ2ud6oKI8$_$2,7,joint,4.942468643188477,5.042468547821045,True,0.005247282795608044,True,True,False,,,
-mJ2ud6oKI8$_$2,8,manipulations,5.062468528747559,5.3224687576293945,True,0.008785145357251167,True,True,False,,,
-mJ2ud6oKI8$_$2,9,and,5.342468738555908,5.402468681335449,True,0.0051186224445700645,True,True,False,,,
-mJ2ud6oKI8$_$2,10,mobilizations,5.422468662261963,5.7024688720703125,True,0.007208030670881271,True,True,False,,,
-mJ2ud6oKI8$_$6,0,They,0.022468749433755875,0.4424687623977661,True,0.055089566856622696,True,True,True,,,
-mJ2ud6oKI8$_$6,1,are,0.5824687480926514,0.702468752861023,True,0.0001857159222709015,True,True,True,,,
-mJ2ud6oKI8$_$6,2,all,0.8424687385559082,0.9424687623977661,True,0.0015522059984505177,True,True,True,,,
-mJ2ud6oKI8$_$6,3,very,1.3624687194824219,2.0024688243865967,True,0.006979563273489475,True,True,True,,,
-mJ2ud6oKI8$_$6,4,safe,2.0224688053131104,2.162468671798706,True,0.0009665729012340307,True,True,True,,,
-mJ2ud6oKI8$_$9,0,It's,0.0624687485396862,0.2824687361717224,True,0.002546333707869053,True,True,True,,,
-mJ2ud6oKI8$_$9,1,safe,0.402468740940094,0.5224687457084656,True,0.00021442801516968757,True,True,True,,,
-mJ2ud6oKI8$_$9,2,and,0.602468729019165,0.702468752861023,True,0.02104290761053562,True,True,True,,,
-mJ2ud6oKI8$_$9,3,the,0.8424687385559082,0.9224687218666077,True,5.662748662871309e-06,True,True,True,,,
-mJ2ud6oKI8$_$9,4,person,1.0624687671661377,1.4024688005447388,True,0.000872907810844481,True,True,True,,,
-mJ2ud6oKI8$_$9,5,will,1.4624687433242798,1.5824687480926514,True,0.00014577468391507864,True,True,True,,,
-mJ2ud6oKI8$_$9,6,feel,1.7424687147140503,1.8624687194824219,True,0.0005672099650837481,True,True,True,,,
-mJ2ud6oKI8$_$9,7,better,1.9824687242507935,2.2624688148498535,True,0.035521481186151505,True,True,True,,,
-mJ2ud6oKI8$_$9,8,later,2.302468776702881,2.482468843460083,True,0.015772731974720955,True,True,True,,,
-mJ2ud6oKI8$_$9,9,on,2.6824686527252197,2.74246883392334,True,0.00015786100993864238,True,True,True,,,
-mJ2ud6oKI8$_$9,11,it's,3.0824687480926514,3.2624688148498535,True,0.0008618339197710156,True,True,True,,,
-mJ2ud6oKI8$_$9,12,sort,3.302468776702881,3.402468681335449,True,0.0005251516122370958,True,True,True,,,
-mJ2ud6oKI8$_$9,13,of,3.4424686431884766,3.5624687671661377,True,2.755377181529184e-06,True,True,True,,,
-mJ2ud6oKI8$_$9,14,like,3.7024686336517334,3.842468738555908,True,0.00031960621709004045,True,True,True,,,
-mJ2ud6oKI8$_$9,15,flossing,3.8824687004089355,4.282468795776367,True,2.5907404051395133e-05,True,True,True,,,
-mJ2ud6oKI8$_$9,16,your,5.862468719482422,5.982468605041504,True,0.0546589158475399,True,True,True,,,
-mJ2ud6oKI8$_$9,17,teeth,6.0824689865112305,6.24246883392334,True,0.0010336667764931917,True,True,True,,,
-mJ2ud6oKI8$_$9,18,for,6.2624688148498535,6.362468719482422,True,0.0015314763877540827,True,True,True,,,
-mJ2ud6oKI8$_$9,19,the,6.422468662261963,6.502468585968018,True,0.005823018494993448,True,True,True,,,
-mJ2ud6oKI8$_$9,20,first,6.5824689865112305,6.74246883392334,True,0.0005395315238274634,True,True,True,,,
-mJ2ud6oKI8$_$9,21,time,6.802468776702881,6.922468662261963,True,0.00045633967965841293,True,True,True,,,
-mJ2ud6oKI8$_$8,0,Sometimes,0.7824687361717224,1.1424686908721924,True,0.0003187146794516593,True,True,True,,,
-mJ2ud6oKI8$_$8,1,we,1.2224687337875366,1.3624687194824219,True,0.0001314076507696882,True,True,True,,,
-mJ2ud6oKI8$_$8,2,have,1.4424687623977661,1.6224687099456787,True,0.004804031457751989,True,True,True,,,
-mJ2ud6oKI8$_$8,3,to,1.6624687910079956,1.7824687957763672,True,0.0068551949225366116,True,True,True,,,
-mJ2ud6oKI8$_$8,4,stretch,2.0224688053131104,2.342468738555908,True,0.002896516816690564,True,True,True,,,
-mJ2ud6oKI8$_$8,5,that,2.3824687004089355,2.4624688625335693,True,0.007954453118145466,True,True,True,,,
-mJ2ud6oKI8$_$8,6,joint,2.542468786239624,2.782468795776367,True,7.608980013174005e-06,True,True,True,,,
-mJ2ud6oKI8$_$8,7,that,2.922468662261963,3.0624687671661377,True,0.001917483750730753,True,True,True,,,
-mJ2ud6oKI8$_$8,8,is,3.222468852996826,3.2624688148498535,True,0.004968535155057907,True,True,True,,,
-mJ2ud6oKI8$_$8,9,already,3.3824687004089355,3.74246883392334,True,0.010240540839731693,True,True,True,,,
-mJ2ud6oKI8$_$8,10,irritated,3.7624688148498535,4.182468891143799,True,0.00209933053702116,True,True,True,,,
-t217m2on-s$_$2,0,But,0.5224687457084656,0.702468752861023,True,0.026730606332421303,True,True,True,,,
-tANM6ETl_M$_$3,17,or,5.062468528747559,5.102468967437744,True,1.4598691450373735e-05,True,True,True,,,
-tPCytz4rww$_$11,8,not,2.2024686336517334,2.3224687576293945,True,0.04283342882990837,True,True,True,,,
-tPCytz4rww$_$11,16,feet,4.662468910217285,5.3224687576293945,True,0.04980491101741791,True,True,True,,,
-tPCytz4rww$_$12,8,going,2.6824686527252197,2.802468776702881,True,0.01129843108355999,True,True,True,,,
-tPCytz4rww$_$12,9,to,2.8224687576293945,2.8824687004089355,True,0.0016843518242239952,True,True,True,,,
-tPCytz4rww$_$16,7,or,3.1424686908721924,3.222468852996826,True,0.020264901220798492,True,True,True,,,
-vxjVxOeScU$_$4,0,You're,0.002468750113621354,0.1224687471985817,True,0.00145396264269948,True,True,True,,,
-vxjVxOeScU$_$4,1,going,0.5824687480926514,0.702468752861023,True,0.010862208902835846,True,True,True,,,
-vxjVxOeScU$_$4,9,and,4.7624688148498535,4.8224687576293945,True,0.024738337844610214,True,True,True,,,
-571d8cVauQ$_$0,0,This,1.0624687671661377,1.1624687910079956,True,0.057570602744817734,True,True,True,,,
-571d8cVauQ$_$0,2,Rhett,1.3424687385559082,1.5024687051773071,True,0.07591820508241653,True,True,True,,,
-571d8cVauQ$_$5,36,knows,12.102468490600586,12.262468338012695,True,0.09630674868822098,True,True,True,,,
-I_e4mIh0yE$_$3,11,of,5.96246862411499,6.022468566894531,True,0.01456405222415924,True,True,True,,,
-hnBHBN8p5A$_$7,0,Picture,0.04246874898672104,0.8224687576293945,True,2.475706787663512e-05,True,True,False,,,
-hnBHBN8p5A$_$7,1,this,0.9424687623977661,1.0224688053131104,True,5.412907285062829e-06,True,True,False,,,
-hnBHBN8p5A$_$7,2,before,1.1624687910079956,1.8424687385559082,True,0.0012236793991178274,True,True,False,,,
-hnBHBN8p5A$_$7,3,we,1.9824687242507935,2.0624687671661377,True,1.2396125157465576e-06,True,True,False,,,
-hnBHBN8p5A$_$7,4,actually,2.102468729019165,2.4424686431884766,True,9.986141958506778e-05,True,True,False,,,
-hnBHBN8p5A$_$7,5,start,3.5024688243865967,3.6824686527252197,True,4.012406861875206e-05,True,True,False,,,
-hnBHBN8p5A$_$7,6,hacking,3.74246883392334,4.0824689865112305,True,1.969248114619404e-05,True,True,False,,,
-hnBHBN8p5A$_$7,7,we’re,4.182468891143799,4.5824689865112305,True,0.00010665134323062375,True,True,False,,,
-hnBHBN8p5A$_$7,8,in,5.022468566894531,5.102468967437744,True,0.005553334951400757,True,True,False,,,
-hnBHBN8p5A$_$7,9,a,5.182468891143799,5.2024688720703125,True,0.005302626173943281,True,True,False,,,
-hnBHBN8p5A$_$7,10,room,5.342468738555908,5.46246862411499,True,2.9431417715386488e-05,True,True,False,,,
-hnBHBN8p5A$_$7,11,formal,5.522468566894531,5.862468719482422,True,9.9632736237254e-05,True,True,False,,,
-hnBHBN8p5A$_$7,12,setting,6.942468643188477,7.2624688148498535,True,0.028400158509612083,True,True,False,,,
-hnBHBN8p5A$_$6,0,Discussion,0.30246874690055847,0.6224687695503235,True,0.00011989657650701702,True,True,False,,,
-hnBHBN8p5A$_$6,1,how,0.6824687719345093,0.8024687767028809,True,0.00016326502372976393,True,True,False,,,
-hnBHBN8p5A$_$6,2,to,0.8624687790870667,0.9224687218666077,True,0.003994972910732031,True,True,False,,,
-hnBHBN8p5A$_$6,3,discuss,0.9424687623977661,1.2424687147140503,True,0.00025818205904215574,True,True,False,,,
-hnBHBN8p5A$_$6,4,ideas,1.602468729019165,1.7224687337875366,True,0.0006679957150481641,True,True,False,,,
-hnBHBN8p5A$_$6,5,and,1.762468695640564,1.8424687385559082,True,0.011474451050162315,True,True,False,,,
-hnBHBN8p5A$_$6,6,opinions,1.8624687194824219,2.2024686336517334,True,0.026135141029953957,True,True,False,,,
-hnBHBN8p5A$_$6,7,more,3.8824687004089355,3.982468843460083,True,0.0008285275544039905,True,True,False,,,
-hnBHBN8p5A$_$6,8,effectively,4.042468547821045,4.5824689865112305,True,0.00016683799913153052,True,True,False,,,
-hnBHBN8p5A$_$6,9,than,4.622468948364258,4.8824687004089355,True,0.0006475291447713971,True,True,False,,,
-hnBHBN8p5A$_$6,11,native,5.8824687004089355,6.182468891143799,True,0.0006741906399838626,True,True,False,,,
-hnBHBN8p5A$_$6,12,speaker,6.2024688720703125,6.3824687004089355,True,0.003677185857668519,True,True,False,,,
-qDkUB0GgYY$_$6,0,We,0.10246875137090683,0.22246874868869781,True,0.018341578543186188,True,True,True,,,
-qDkUB0GgYY$_$6,12,this,3.3224687576293945,3.402468681335449,True,0.05598826706409454,True,True,True,,,
-qDkUB0GgYY$_$6,13,video,3.4424686431884766,3.5624687671661377,True,0.003010698826983571,True,True,True,,,
-9y-fZ3swSY$_$0,1,you,0.18246875703334808,0.24246874451637268,True,0.012068665586411953,True,True,True,,,
-9y-fZ3swSY$_$0,2,can,0.26246875524520874,0.3824687600135803,True,0.06695722788572311,True,True,True,,,
-9y-fZ3swSY$_$0,5,I,1.5024687051773071,1.5224688053131104,True,0.008864604867994785,True,True,True,,,
-9y-fZ3swSY$_$0,11,are,3.802468776702881,3.862468719482422,True,0.0025907589588314295,True,True,True,,,
-9y-fZ3swSY$_$4,2,this,0.7624687552452087,0.9224687218666077,True,0.09970897436141968,True,True,True,,,
-9y-fZ3swSY$_$4,8,US,2.24246883392334,2.5624687671661377,True,0.00911676324903965,True,True,True,,,
-AUZQgSxyPQ$_$2,17,containing,8.762468338012695,9.18246841430664,True,0.07126691192388535,True,True,True,,,
-AUZQgSxyPQ$_$2,18,jojoba,9.382469177246094,9.862468719482422,True,0.05684521421790123,True,True,True,,,
-AUZQgSxyPQ$_$2,23,and,12.462469100952148,12.522468566894531,True,0.002747125690802932,True,True,True,,,
-HeZS2-Prhc$_$2,0,The,0.14246875047683716,0.402468740940094,True,0.000931509246584028,True,True,True,,,
-MeTTeMJBNc$_$7,25,it,8.442468643188477,8.482468605041504,True,0.02072492614388466,True,True,True,,,
-RfYyzHpjk4$_$2,7,it,1.6824687719345093,1.7224687337875366,True,0.0020352175924926996,True,True,True,,,
-RfYyzHpjk4$_$2,8,takes,1.762468695640564,1.9824687242507935,True,0.01984105445444584,True,True,True,,,
-RfYyzHpjk4$_$2,23,to,4.6424689292907715,4.7624688148498535,True,0.014868570491671562,True,True,True,,,
-RfYyzHpjk4$_$2,24,do,5.2624688148498535,5.362468719482422,True,0.002329705050215125,True,True,True,,,
