id,word_index,word,start_s,end_s,alignment_valid,alignment_score,review_required,audio_valid,vision_valid
-3nNcZdcdvU$_$5,4,legal,2.842468738555908,3.0824687480926514,True,0.9992648363113403,False,True,True
-3nNcZdcdvU$_$5,5,liability,3.1424686908721924,3.802468776702881,True,0.9928117394447327,False,True,True
-3nNcZdcdvU$_$5,6,to,3.982468843460083,4.1424689292907715,True,0.9983189702033997,False,True,True
-3nNcZdcdvU$_$5,7,you,4.2624688148498535,4.46246862411499,True,0.942543625831604,False,True,True
-3nNcZdcdvU$_$5,8,and,5.042468547821045,5.1424689292907715,True,0.999390184879303,False,True,True
-3nNcZdcdvU$_$5,9,to,5.222468852996826,5.3224687576293945,True,0.8693364262580872,False,True,True
-3nNcZdcdvU$_$5,10,the,5.402468681335449,5.482468605041504,True,0.9983210563659668,False,True,True
-3nNcZdcdvU$_$5,11,school,5.542468547821045,5.7624688148498535,True,0.9994072318077087,False,True,True
-3nNcZdcdvU$_$5,12,district,5.8224687576293945,6.1424689292907715,True,0.9807915091514587,False,True,True
-3nNcZdcdvU$_$5,13,in,6.182468891143799,6.222468852996826,True,0.9947853684425354,False,True,True
-3nNcZdcdvU$_$5,14,which,6.282468795776367,6.422468662261963,True,0.9999051094055176,False,True,True
-3nNcZdcdvU$_$5,15,you,6.482468605041504,6.5824689865112305,True,0.9968665838241577,False,True,True
-3nNcZdcdvU$_$5,16,are,6.6424689292907715,6.74246883392334,True,0.9973533153533936,False,True,True
-3nNcZdcdvU$_$5,17,employed,6.8224687576293945,7.24246883392334,True,0.9619683027267456,False,True,True
-HwX2H8Z4hY$_$2,0,President,0.002468750113621354,0.3424687385559082,True,0.00023152848007157445,True,True,False
-HwX2H8Z4hY$_$2,1,Ronald,0.36246874928474426,0.6624687314033508,True,0.00011956805974477902,True,True,False
-HwX2H8Z4hY$_$2,2,Reagan,0.7224687337875366,0.8424687385559082,True,3.72699651052244e-05,True,True,False
-HwX2H8Z4hY$_$2,3,Look,2.7024686336517334,2.8224687576293945,True,0.9999049305915833,False,True,False
-HwX2H8Z4hY$_$2,4,at,2.8824687004089355,2.922468662261963,True,0.9969260096549988,False,True,False
-HwX2H8Z4hY$_$2,5,the,2.9624688625335693,3.0224688053131104,True,0.9961856007575989,False,True,False
-HwX2H8Z4hY$_$2,6,record,3.0824687480926514,3.342468738555908,True,0.9651619791984558,False,True,True
-HwX2H8Z4hY$_$5,0,President,0.8024687767028809,1.202468752861023,True,0.9971044063568115,False,True,True
-HwX2H8Z4hY$_$5,1,Ronald,1.3224687576293945,1.602468729019165,True,0.9869999885559082,False,True,True
-HwX2H8Z4hY$_$5,2,Reagan,1.702468752861023,2.0824687480926514,True,0.14023835957050323,False,True,False
-HwX2H8Z4hY$_$5,3,blamed,2.2024686336517334,2.5224688053131104,True,0.9882503151893616,False,True,False
-HwX2H8Z4hY$_$5,4,the,2.6424686908721924,2.722468852996826,True,0.9991453886032104,False,True,False
-HwX2H8Z4hY$_$5,5,professional,2.782468795776367,3.362468719482422,True,0.9873561859130859,False,True,False
-HwX2H8Z4hY$_$5,6,bureaucracy,3.4624688625335693,4.1424689292907715,True,0.7464615702629089,False,True,False
-HwX2H8Z4hY$_$5,7,of,4.302468776702881,4.342468738555908,True,0.9991877675056458,False,True,False
-HwX2H8Z4hY$_$5,8,education,4.46246862411499,5.0824689865112305,True,0.446582555770874,False,True,False
-HwX2H8Z4hY$_$6,0,And,0.5624687671661377,0.6424687504768372,True,0.9858534336090088,False,True,True
-HwX2H8Z4hY$_$6,1,in,0.6824687719345093,0.7224687337875366,True,0.9986674785614014,False,True,True
-HwX2H8Z4hY$_$6,2,part,0.8424687385559082,1.102468729019165,True,0.9995498657226562,False,True,True
-HwX2H8Z4hY$_$6,3,Al,1.542468786239624,1.6224687099456787,True,0.879170298576355,False,True,True
-HwX2H8Z4hY$_$6,4,Shanker,1.702468752861023,2.102468729019165,True,0.45342370867729187,False,True,True
-HwX2H8Z4hY$_$6,5,did,2.2624688148498535,2.402468681335449,True,0.9985036849975586,False,True,False
-HwX2H8Z4hY$_$6,6,too,2.5224688053131104,2.842468738555908,True,0.12919816374778748,False,True,False
-HwX2H8Z4hY$_$9,0,It,0.5624687671661377,0.602468729019165,True,0.982530951499939,False,True,False
-HwX2H8Z4hY$_$9,1,is,0.6824687719345093,0.7224687337875366,True,0.9828645586967468,False,True,False
-HwX2H8Z4hY$_$9,2,a,0.8424687385559082,0.8624687790870667,True,0.945873498916626,False,True,False
-HwX2H8Z4hY$_$9,3,word,0.9224687218666077,1.1624687910079956,True,0.9969833493232727,False,True,False
-HwX2H8Z4hY$_$9,4,which,1.4424687623977661,1.602468729019165,True,0.9930799603462219,False,True,False
-HwX2H8Z4hY$_$9,5,the,1.6624687910079956,1.7424687147140503,True,0.9391348958015442,False,True,False
-HwX2H8Z4hY$_$9,6,administrator,1.8024687767028809,3.922468662261963,True,0.7702075242996216,False,True,False
-HwX2H8Z4hY$_$9,7,uses,4.002468585968018,4.2624688148498535,True,0.6643429398536682,False,True,False
-HwX2H8Z4hY$_$9,8,when,4.302468776702881,4.402468681335449,True,0.8488088250160217,False,True,False
-HwX2H8Z4hY$_$9,9,he,4.46246862411499,4.502468585968018,True,0.8237026333808899,False,True,False
-HwX2H8Z4hY$_$9,10,turns,4.562468528747559,4.802468776702881,True,0.9893370270729065,False,True,False
-HwX2H8Z4hY$_$9,11,around,4.8824687004089355,5.102468967437744,True,0.7031843066215515,False,True,False
-HwX2H8Z4hY$_$9,12,anything,5.182468891143799,5.482468605041504,True,0.9768155217170715,False,True,False
-HwX2H8Z4hY$_$9,13,which,5.502468585968018,5.6424689292907715,True,0.9250007271766663,False,True,False
-HwX2H8Z4hY$_$9,14,he,5.682468891143799,5.722468852996826,True,0.42353489995002747,False,True,False
-HwX2H8Z4hY$_$9,15,doesn't,5.782468795776367,6.002468585968018,True,0.39579081535339355,False,True,False
-HwX2H8Z4hY$_$9,16,like,6.062468528747559,6.2024688720703125,True,0.9960137605667114,False,True,False
-HwX2H8Z4hY$_$9,17,that,6.282468795776367,6.362468719482422,True,0.027629926800727844,True,True,False
-HwX2H8Z4hY$_$9,18,the,6.3824687004089355,6.442468643188477,True,0.001681316178292036,True,True,False
-HwX2H8Z4hY$_$9,19,teacher,6.46246862411499,6.74246883392334,True,0.6976610422134399,False,True,False
-HwX2H8Z4hY$_$9,20,is,6.802468776702881,6.842468738555908,True,0.6683300137519836,False,True,False
-HwX2H8Z4hY$_$9,21,doing,6.8824687004089355,7.102468967437744,True,0.6372818350791931,False,True,False
-NFrJFQijFE$_$1,0,Structural,0.08246874809265137,0.48246875405311584,True,0.007258712779730558,True,True,False
-NFrJFQijFE$_$1,1,mounts,0.702468752861023,0.9224687218666077,True,0.005075803492218256,True,True,False
-NFrJFQijFE$_$1,2,inside,0.9424687623977661,1.1824687719345093,True,0.0042810761369764805,True,True,False
-NFrJFQijFE$_$1,3,have,1.2824687957763672,1.4624687433242798,True,0.01584375463426113,True,True,False
-NFrJFQijFE$_$1,4,to,1.5024687051773071,1.542468786239624,True,0.0036658989265561104,True,True,False
-NFrJFQijFE$_$1,5,be,1.6824687719345093,1.8024687767028809,True,0.00886500719934702,True,True,False
-NFrJFQijFE$_$1,6,properly,1.8624687194824219,2.0224688053131104,True,0.006812955252826214,True,True,False
-NFrJFQijFE$_$1,7,stress,2.042468786239624,2.5824687480926514,True,0.008300619199872017,True,True,False
-NFrJFQijFE$_$1,8,analyzed,2.722468852996826,2.922468662261963,True,0.0045819832012057304,True,True,False
-NFrJFQijFE$_$1,9,so,2.9424686431884766,3.0024688243865967,True,0.0033478892873972654,True,True,False
-NFrJFQijFE$_$1,10,we,3.0224688053131104,3.0624687671661377,True,0.0055655427277088165,True,True,False
-NFrJFQijFE$_$1,11,make,3.102468729019165,3.1824686527252197,True,0.0035037610214203596,True,True,False
-NFrJFQijFE$_$1,12,sure,3.222468852996826,3.402468681335449,True,0.005609060637652874,True,True,False
-NFrJFQijFE$_$1,13,all,3.4424686431884766,3.5624687671661377,True,0.005028281826525927,True,True,False
-NFrJFQijFE$_$1,14,that,3.6424686908721924,3.722468852996826,True,0.009302167221903801,True,True,False
-NFrJFQijFE$_$1,15,happens,3.802468776702881,3.982468843460083,True,0.006080117542296648,True,True,False
-NFrJFQijFE$_$2,0,So,0.6624687314033508,1.8024687767028809,True,0.00021334447956178337,True,True,False
-NFrJFQijFE$_$2,1,we,1.9424687623977661,1.9824687242507935,True,0.0006246674456633627,True,True,False
-NFrJFQijFE$_$2,2,coordinate,2.1424686908721924,2.402468681335449,True,0.001639489084482193,True,True,False
-NFrJFQijFE$_$2,3,with,2.422468662261963,2.5024688243865967,True,0.00244515179656446,True,True,False
-NFrJFQijFE$_$2,4,all,2.5224688053131104,2.602468729019165,True,0.0011638437863439322,True,True,False
-NFrJFQijFE$_$2,5,the,2.6424686908721924,2.74246883392334,True,0.041034262627363205,True,True,False
-NFrJFQijFE$_$2,6,proper,2.7624688148498535,2.902468681335449,True,0.0008318808977492154,True,True,False
-NFrJFQijFE$_$2,7,technical,3.0224688053131104,3.782468795776367,True,0.0014849432045593858,True,True,False
-NFrJFQijFE$_$2,8,fields,4.102468967437744,4.282468795776367,True,0.00010655871301423758,True,True,False
-NFrJFQijFE$_$2,9,to,4.3224687576293945,4.362468719482422,True,0.026794761419296265,True,True,False
-NFrJFQijFE$_$2,10,get,4.3824687004089355,4.442468643188477,True,0.00011151729995617643,True,True,False
-NFrJFQijFE$_$2,11,ready,4.46246862411499,4.662468910217285,True,0.0009541942272335291,True,True,False
-NFrJFQijFE$_$2,12,for,4.682468891143799,4.74246883392334,True,0.0006775720394216478,True,True,False
-NFrJFQijFE$_$2,13,the,4.782468795776367,4.842468738555908,True,0.0029867126140743494,True,True,False
-NFrJFQijFE$_$2,14,instrument,4.8824687004089355,5.522468566894531,True,0.0038596289232373238,True,True,False
-NFrJFQijFE$_$2,15,to,6.0824689865112305,6.1424689292907715,True,0.0007109841681085527,True,True,False
-NFrJFQijFE$_$2,16,arrive,6.222468852996826,6.502468585968018,True,0.00966570619493723,True,True,False
-NFrJFQijFE$_$2,17,here,6.5824689865112305,6.722468852996826,True,0.011898532509803772,True,True,False
-THoVjtIkeU$_$12,0,What,0.002468750113621354,1.762468695640564,True,0.057909466326236725,True,True,True
-THoVjtIkeU$_$12,1,ever,1.8224687576293945,1.9424687623977661,True,0.9999327063560486,False,True,True
-THoVjtIkeU$_$12,2,we,2.0024688243865967,2.0624687671661377,True,0.9999256730079651,False,True,True
-THoVjtIkeU$_$12,3,turn,2.1424686908721924,2.302468776702881,True,0.9920327663421631,False,True,True
-THoVjtIkeU$_$12,4,our,2.362468719482422,2.4424686431884766,True,0.999817430973053,False,True,True
-THoVjtIkeU$_$12,5,attention,2.482468843460083,2.842468738555908,True,0.9787020683288574,False,True,True
-THoVjtIkeU$_$12,6,to,2.922468662261963,3.0624687671661377,True,0.9970345497131348,False,True,True
-THoVjtIkeU$_$12,7,is,3.2624688148498535,3.302468776702881,True,0.9995436668395996,False,True,True
-THoVjtIkeU$_$12,8,what,3.362468719482422,3.4624688625335693,True,0.9997115135192871,False,True,True
-THoVjtIkeU$_$12,9,grows,3.5224688053131104,3.862468719482422,True,0.978598952293396,False,True,True
-THoVjtIkeU$_$12,10,and,4.362468719482422,4.46246862411499,True,0.8757590651512146,False,True,True
-THoVjtIkeU$_$12,11,so,4.542468547821045,4.6424689292907715,True,0.9999657869338989,False,True,True
-THoVjtIkeU$_$12,12,if,4.74246883392334,4.782468795776367,True,0.9999038577079773,False,True,True
-THoVjtIkeU$_$12,13,we,4.862468719482422,4.96246862411499,True,0.999913215637207,False,True,True
-THoVjtIkeU$_$12,14,believe,5.062468528747559,5.522468566894531,True,0.9625737071037292,False,True,True
-THoVjtIkeU$_$12,15,that,5.6424689292907715,5.7624688148498535,True,0.9911192655563354,False,True,True
-THoVjtIkeU$_$12,16,anything,5.842468738555908,6.122468948364258,True,0.9893078207969666,False,True,True
-THoVjtIkeU$_$12,17,is,6.182468891143799,6.24246883392334,True,0.9781793355941772,False,True,True
-THoVjtIkeU$_$12,18,possible,6.302468776702881,6.7024688720703125,True,0.9980131983757019,False,True,True
-THoVjtIkeU$_$12,19,if,6.7624688148498535,6.802468776702881,True,0.9996596574783325,False,True,True
-THoVjtIkeU$_$12,20,we,6.902468681335449,7.042468547821045,True,0.999964714050293,False,True,True
-THoVjtIkeU$_$12,21,believe,7.562468528747559,8.102468490600586,True,0.9529697299003601,False,True,True
-THoVjtIkeU$_$12,22,that,8.542469024658203,8.802468299865723,True,0.9981999397277832,False,True,True
-THoVjtIkeU$_$12,23,social,9.462469100952148,9.702468872070312,True,0.9965448975563049,False,True,True
-THoVjtIkeU$_$12,24,justice,9.782468795776367,10.122468948364258,True,0.9639561772346497,False,True,True
-THoVjtIkeU$_$12,25,can,10.18246841430664,10.322468757629395,True,0.9457546472549438,False,True,True
-THoVjtIkeU$_$12,26,be,10.422469139099121,10.502469062805176,True,0.912254273891449,False,True,True
-THoVjtIkeU$_$12,27,achieved,10.562468528747559,10.942468643188477,True,0.9703100919723511,False,True,True
-THoVjtIkeU$_$12,28,and,10.982468605041504,11.062468528747559,True,0.9798883199691772,False,True,True
-THoVjtIkeU$_$12,29,if,11.08246898651123,11.122468948364258,True,0.999615490436554,False,True,True
-THoVjtIkeU$_$12,30,we,11.18246841430664,11.24246883392334,True,0.9999552965164185,False,True,True
-THoVjtIkeU$_$12,31,believe,11.322468757629395,11.782468795776367,True,0.9921168684959412,False,True,True
-THoVjtIkeU$_$12,32,in,11.942468643188477,12.002469062805176,True,0.9982436895370483,False,True,True
-THoVjtIkeU$_$12,33,youth,12.102468490600586,12.382469177246094,True,0.9467960596084595,False,True,True
-THoVjtIkeU$_$12,34,they,13.102468490600586,13.202468872070312,True,0.9983384013175964,False,True,True
-THoVjtIkeU$_$12,35,will,13.24246883392334,13.362468719482422,True,0.9551964402198792,False,True,True
-THoVjtIkeU$_$12,36,believe,13.382469177246094,13.562468528747559,True,0.9991740584373474,False,True,True
-THoVjtIkeU$_$12,37,in,13.602468490600586,13.642468452453613,True,0.9944097399711609,False,True,True
-THoVjtIkeU$_$12,38,themselves,13.68246841430664,14.122468948364258,True,0.9823457598686218,False,True,True
-THoVjtIkeU$_$2,0,I,0.04246874898672104,0.0624687485396862,True,0.802103579044342,False,True,True
-THoVjtIkeU$_$2,1,think,0.16246874630451202,0.3824687600135803,True,0.9996175765991211,False,True,True
-THoVjtIkeU$_$2,2,social,1.202468752861023,1.4424687623977661,True,0.9850919842720032,False,True,True
-THoVjtIkeU$_$2,3,justice,1.5024687051773071,1.7824687957763672,True,0.9844581484794617,False,True,True
-THoVjtIkeU$_$2,4,is,1.8624687194824219,1.9024688005447388,True,0.9994524121284485,False,True,True
-THoVjtIkeU$_$2,5,extremely,1.9824687242507935,2.362468719482422,True,0.986912190914154,False,True,True
-THoVjtIkeU$_$2,6,important,2.422468662261963,2.782468795776367,True,0.9999512434005737,False,True,True
-THoVjtIkeU$_$2,7,for,2.862468719482422,2.982468843460083,True,0.9992773532867432,False,True,True
-THoVjtIkeU$_$2,8,young,3.0824687480926514,3.24246883392334,True,0.9998305439949036,False,True,True
-THoVjtIkeU$_$2,9,people,3.3224687576293945,3.7024686336517334,True,0.3422558009624481,False,True,True
-THoVjtIkeU$_$6,0,You,0.48246875405311584,0.5624687671661377,True,0.998659074306488,False,True,True
-THoVjtIkeU$_$6,1,know,0.602468729019165,0.702468752861023,True,0.9995598196983337,False,True,True
-THoVjtIkeU$_$6,2,that,0.7424687743186951,0.8224687576293945,True,3.209530405001715e-05,True,True,True
-THoVjtIkeU$_$6,3,I,0.8624687790870667,0.8824687600135803,True,1.5601792256347835e-05,True,True,True
-THoVjtIkeU$_$6,4,think,0.902468740940094,1.0624687671661377,True,0.9688259959220886,False,True,True
-THoVjtIkeU$_$6,5,listening,1.4824687242507935,1.8824687004089355,True,0.9840263724327087,False,True,True
-THoVjtIkeU$_$6,6,to,1.9424687623977661,2.0024688243865967,True,0.9999544024467468,False,True,True
-THoVjtIkeU$_$6,7,young,2.0624687671661377,2.222468852996826,True,0.999814510345459,False,True,True
-THoVjtIkeU$_$6,8,people,2.302468776702881,2.5624687671661377,True,0.9899796843528748,False,True,True
-THoVjtIkeU$_$6,9,taking,2.7024686336517334,3.0224688053131104,True,0.9923533201217651,False,True,True
-THoVjtIkeU$_$6,10,in,3.0824687480926514,3.1224687099456787,True,0.9990267157554626,False,True,True
-THoVjtIkeU$_$6,11,what,3.222468852996826,3.362468719482422,True,0.9987959861755371,False,True,True
-THoVjtIkeU$_$6,12,they,3.402468681335449,3.5224688053131104,True,0.9422754645347595,False,True,True
-THoVjtIkeU$_$6,13,have,3.602468729019165,3.74246883392334,True,0.9964472055435181,False,True,True
-THoVjtIkeU$_$6,14,to,3.782468795776367,3.862468719482422,True,0.9998971223831177,False,True,True
-THoVjtIkeU$_$6,15,say,3.9424686431884766,4.122468948364258,True,0.9999653100967407,False,True,True
-THoVjtIkeU$_$6,16,because,4.222468852996826,4.442468643188477,True,0.9999827742576599,False,True,True
-THoVjtIkeU$_$6,17,what,4.862468719482422,4.96246862411499,True,0.9999240040779114,False,True,True
-THoVjtIkeU$_$6,18,we,5.002468585968018,5.062468528747559,True,0.9996331930160522,False,True,True
-THoVjtIkeU$_$6,19,have,5.0824689865112305,5.182468891143799,True,0.04466969519853592,True,True,True
-THoVjtIkeU$_$6,20,seen,5.24246883392334,5.422468662261963,True,0.9991894960403442,False,True,True
-THoVjtIkeU$_$6,21,all,5.562468528747559,5.682468891143799,True,0.9996770620346069,False,True,True
-THoVjtIkeU$_$6,22,around,5.74246883392334,5.922468662261963,True,0.9364446401596069,False,True,True
-THoVjtIkeU$_$6,23,the,5.96246862411499,6.042468547821045,True,0.8967894911766052,False,True,True
-THoVjtIkeU$_$6,24,world,6.0824689865112305,6.3224687576293945,True,0.8775266408920288,False,True,True
-THoVjtIkeU$_$6,25,is,6.502468585968018,6.562468528747559,True,0.9544268846511841,False,True,True
-THoVjtIkeU$_$6,26,the,6.602468967437744,6.682468891143799,True,0.9720603227615356,False,True,True
-THoVjtIkeU$_$6,27,power,6.74246883392334,7.042468547821045,True,0.9246925115585327,False,True,True
-THoVjtIkeU$_$6,28,of,7.122468948364258,7.162468910217285,True,0.9996553659439087,False,True,True
-THoVjtIkeU$_$6,29,youth,7.24246883392334,7.542468547821045,True,0.5075163245201111,False,True,True
-UuX1xuaiiE$_$1,0,And,0.48246875405311584,0.5624687671661377,True,0.9972207546234131,False,True,False
